,10-Year Breakeven Inflation Rate,5-Year Breakeven Inflation Rate,Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity,Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity,Moodys Seasoned Aaa Corporate Bond Yield,Moodys Seasoned Baa Corporate Bond Yield,Unemployment Rate,S&P/Case-Shiller U.S. National Home Price Index,Export Price Index (End Use),Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Median Consumer Price Index,Personal Consumption Expenditures,Total Public Construction Spending: Highway and Street in the United States,Total Private Construction Spending: Commercial in the United States,Population,Reserves of Depository Institutions: Total,Producer Price Index by Commodity: All Commodities,Real Disposable Personal Income,Personal Saving Rate,M1,M2,Real Disposable Personal Income: Per Capita,University of Michigan: Consumer Sentiment,S&P/Case-Shiller 20-City Composite Home Price Index,Total Vehicle Sales,Equity Market Volatility Tracker: Overall,Industrial Production: Total Index,Total Reserves excluding Gold for United States,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Normalised for the United States,Global Economic Policy Uncertainty Index: PPP-Adjusted GDP,U.S. Dollars to Euro Spot Exchange Rate,U.S. Dollars to U.K. Pound Sterling Spot Exchange Rate,"Securities in Bank Credit, All Commercial Banks","Consumer Loans, All Commercial Banks","Total Assets, All Commercial Banks","Bank Credit, All Commercial Banks","Trade Balance: Goods and Services, Balance of Payments Basis",Brave-Butters-Kelley Real Gross Domestic Product,Index of Global Real Economic Activity,Passenger Car Registrations in United States
2016-01-27,1.42,1.19,2.09,1.52,0.9,4.0,5.45,4.8,175.054,118.7,237.652,2.70841659132004,12452.1,100449.0,2.8,323509.0,2440.0,182.6,13531.6,7.7,3096.9,12470.0,41827.0,92.0,184.686477735924,18.071,28.63895,99.4797,106147292068.394,100.01156140974,147.6838214,1.0855,1.4392,3118.1838,8.9,6.2,7.3,-40044.0,3.457383184612771,-140.01216,95.4442325217813
2016-01-28,1.42,1.19,2.09,1.52,0.9,4.0,5.45,4.8,175.054,118.7,237.652,2.70841659132004,12452.1,100449.0,2.8,323509.0,2440.0,182.6,13531.6,7.7,3096.9,12470.0,41827.0,92.0,184.686477735924,18.071,28.63895,99.4797,106147292068.394,100.01156140974,147.6838214,1.0855,1.4392,3118.1838,8.9,6.2,7.3,-40044.0,3.457383184612771,-140.01216,95.4442325217813
2016-01-29,1.42,1.19,2.09,1.52,0.9,4.0,5.45,4.8,175.054,118.7,237.652,2.70841659132004,12452.1,100449.0,2.8,323509.0,2440.0,182.6,13531.6,7.7,3096.9,12470.0,41827.0,92.0,184.686477735924,18.071,28.63895,99.4797,106147292068.394,100.01156140974,147.6838214,1.0855,1.4392,3118.1838,8.9,6.2,7.3,-40044.0,3.457383184612771,-140.01216,95.4442325217813
2016-01-30,1.42,1.19,2.09,1.52,0.9,4.0,5.45,4.8,175.054,118.7,237.652,2.70841659132004,12452.1,100449.0,2.8,323509.0,2440.0,182.6,13531.6,7.7,3096.9,12470.0,41827.0,92.0,184.686477735924,18.071,28.63895,99.4797,106147292068.394,100.01156140974,147.6838214,1.0855,1.4392,3118.1838,8.9,6.2,7.3,-40044.0,3.457383184612771,-140.01216,95.4442325217813
2016-01-31,1.42,1.19,2.09,1.52,0.9,4.0,5.45,4.8,175.054,118.7,237.652,2.70841659132004,12452.1,100449.0,2.8,323509.0,2440.0,182.6,13531.6,7.7,3096.9,12470.0,41827.0,92.0,184.686477735924,18.071,28.63895,99.4797,106147292068.394,100.01156140974,147.6838214,1.0855,1.4392,3118.1838,8.9,6.2,7.3,-40044.0,3.457383184612771,-140.01216,95.4442325217813
2016-02-01,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-02,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-03,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-04,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-05,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-06,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-07,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-08,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-09,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-10,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-11,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-12,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-13,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-14,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-15,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-16,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-17,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-18,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-19,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-20,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-21,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-22,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-23,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-24,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-25,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-26,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-27,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-28,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-02-29,1.31,1.08,1.78,1.22,0.73,3.96,5.34,4.9,175.298,118.2,237.336,2.53771440127248,12526.3,93804.0,1.4,323687.0,2510.9,181.3,13546.1,7.2,3128.8,12545.6,41850.0,91.7,185.340195348609,18.08,24.87165,98.9583,106177180000.116,99.970681840084,155.0731587,1.1092,1.429,3128.3027,4.5,4.4,6.8,-43306.0,2.3079371158663613,-162.72376,95.4808612204913
2016-03-01,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-02,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-03,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-04,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-05,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-06,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-07,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-08,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-09,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-10,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-11,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-12,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-13,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-14,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-15,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-16,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-17,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-18,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-19,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-20,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-21,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-22,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-23,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-24,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-25,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-26,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
2016-03-27,1.55,1.41,1.89,1.38,0.88,3.82,5.13,5.0,176.61700000000002,118.1,238.08,2.22200455864592,12506.8,94321.0,0.7,323871.0,2519.7,182.1,13547.2,7.6,3154.0,12609.7,41829.0,91.0,186.091038444217,17.289,17.74323,98.1954,108685640918.336,99.9317273443076,169.5326776,1.1134,1.4249,3141.3115,10.4,1.4,5.2,-36801.0,0.9487553553490922,-140.63699,91.1421982145468
